Suburb,Postcode,Longitude,Latitude
NIRRANDA EAST,3268,142.83332825,-38.46666718
NIRRANDA SOUTH,3268,142.78334045,-38.51666641
NOBLE PARK,3174,145.16667175,-37.96666718
NOOJEE,3833,146,-37.90000153
NOORAMUNGA,3725,145.8999939,-36.36666489
NOORAT,3265,142.93333435,-38.20000076
NOORINBEE,3890,149.16667175,-37.51666641
NOORINBEE NORTH,3890,149.18333435,-37.41666794
NORADJUHA,3401,141.96665955,-36.83333206
NORLANE,3214,144.3500061,-38.09999847
NORMANVILLE,3579,143.75,-35.79999924
NORONG,3682,146.3999939,-36.15000153
NORONG CENTRAL,3685,146.33332825,-36.08333206
NORTH BENDIGO,3550,144.28334045,-36.73333359
NORTH BLACKWOOD,3458,144.3666687,-37.41666794
NORTH GEELONG,3215,144.3500061,-38.09999847
NORTH MELBOURNE,3051,144.94999695,-37.79999924
NORTH SHORE,3214,144.3666687,-38.09999847
NORTH WONTHAGGI,3995,145.6000061,-38.58333206
NORTHCOTE,3070,145,-37.76666641
NORTHWOOD,3660,145.1000061,-36.95000076
NORVAL,3377,142.83332825,-37.25
NORWOOD HILL,3450,144.19999695,-37.06666565
NOTTING HILL,3168,145.1499939,-37.90000153
NOWA NOWA,3887,148.08332825,-37.73333359
NOWIE,3585,143.33332825,-35.25
NUG NUG,3737,146.69999695,-36.65000153
NUGGETTY,3463,144.05000305,-36.93333435
NULLAN,3392,142.55000305,-36.40000153
NULLAWARRE,3268,142.75,-38.46666718
NULLAWIL,3529,143.18333435,-35.84999847
NUMURKAH,3636,145.43333435,-36.09999847
NUNAWADING,3131,145.18333435,-37.81666565
NUNGURNER,3909,147.8833313,-37.86666489
NURCOUNG,3401,141.68333435,-36.71666718
NURRABIEL,3401,142.03334045,-36.91666794
NUTFIELD,3099,145.18333435,-37.59999847
NYAH,3594,143.3833313,-35.16666794
NYAH WEST,3595,143.33332825,-35.18333435
NYAMVILLE,3393,142.6000061,-36.16666794
NYORA,3987,145.66667175,-38.33333206
NYPO,3424,142.0166626,-35.71666718
OAK PARK,3046,144.91667175,-37.71666718
OAKLANDS JUNCTION,3063,144.83332825,-37.63333511
OAKLEIGH,3166,145.1000061,-37.91666794
OAKLEIGH EAST,3166,145.1000061,-37.88333511
OAKLEIGH SOUTH,3167,145.08332825,-37.91666794
OAKVALE,3540,143.56666565,-35.91666794
OCEAN GRANGE,3880,147.75,-37.95000076
OCEAN GROVE,3226,144.5166626,-38.25
OFFICER,3809,145.41667175,-38.06666565
OLINDA,3788,145.3666687,-37.84999847
OLIVERS HILL,3199,145.1000061,-38.15000153
OMBERSLEY,3241,143.83332825,-38.18333435
OMEO,3898,147.6000061,-37.09999847
ONDIT,3249,143.6333313,-38.25
ORBOST,3888,148.44999695,-37.70000076
ORFORD,3284,142.08332825,-38.20000076
ORMOND,3204,145.05000305,-37.90000153
ORRVALE,3631,145.43333435,-36.40000153
OSBORNES FLAT,3749,146.8833313,-36.31666565
OUTTRIM,3951,145.7666626,-38.51666641
OUYEN,3490,142.31666565,-35.06666565
OVENS,3738,146.75,-36.58333206
OXLEY,3678,146.3833313,-36.45000076
OZENKADNOOK,3413,141.33332825,-36.83333206
PAARATTE,3268,142.96665955,-38.53333282
PAKENHAM,3810,145.4833374,-38.08333206
PAKENHAM SOUTH,3810,145.5,-38.11666489
PAKENHAM UPPER,3810,145.50999451,-38.01166534
PANMURE,3265,142.7333374,-38.33333206
PANTON HILL,3759,145.2333374,-37.65000153
PARADISE,3381,143.1000061,-36.81666565
PARADISE BEACH,3851,147.41667175,-38.18333435
PARAPARAP,3240,144.18333435,-38.26666641
PARK ORCHARDS,3114,145.21665955,-37.78333282
PARKDALE,3195,145.06666565,-37.98333359
PARKERS CORNER,3825,146.3833313,-37.95000076
PARKMORE,3131,145.16833496,-37.99499893
PARKVILLE,3052,144.94999695,-37.79999924
PARWAN,3340,144.5,-37.75
PASCHENDALE,3315,141.58332825,-37.65000153
PASCOE VALE,3044,144.93333435,-37.73333359
PASCOE VALE SOUTH,3044,144.94000244,-37.74333191
PASTORIA,3444,144.55000305,-37.21666718
PASTORIA EAST,3444,144.55000305,-37.21666718
PATCHEWOLLOCK,3491,142.18333435,-35.38333511
PATHO,3564,144.43333435,-36
PATHO WEST,3564,144.3999939,-36.03333282
PATTERSON,3189,145.1333313,-38.04999924
PATTERSON,3204,145.1333313,-38.04999924
PATTERSON LAKES,3197,145.1499939,-38.06666565
PATYAH,3318,141.25,-36.88333511
PAYNESVILLE,3880,147.71665955,-37.91666794
PEARCEDALE,3912,145.2333374,-38.20000076
PEDERICK,3620,145.0166626,-36.20000076
PEECHELBA,3678,146.21665955,-36.18333435
PEECHELBA EAST,3678,146.25,-36.16666794
PELLA,3424,141.8999939,-35.84999847
PENNYROYAL,3235,143.83332825,-38.43333435
PENSHURST,3289,142.28334045,-37.88333511
PEPPERS PLAIN,3393,142.1333313,-36.13333511
PERCYDALE,3467,143.3999939,-37.04999924
PERKINS REEF,3463,144.05000305,-37
PERONNE,3413,141.3666687,-36.71666718
PERRY BRIDGE,3862,147.2666626,-38
PETERBOROUGH,3270,142.8833313,-38.59999847
PETERSONS,3658,145.28334045,-37.31666565
PHEASANT CREEK,3757,145.28334045,-37.48333359
PIAMBIE,3597,143.2666626,-34.81666565
PIANGIL,3597,143.31666565,-35.04999924
PIAVELLA,3572,144.33332825,-36.29999924
PICOLA,3639,145.1166687,-36
PICOLA WEST,3639,145.06666565,-35.96666718
PIEDMONT,3833,145.94999695,-37.88333511
PIEPER,3733,146.3999939,-36.73333359
PIGEON PONDS,3407,141.66667175,-37.28333282
PIGGOREET,3351,143.6333313,-37.71666718
PILCHERS BRIDGE,3551,144.3999939,-36.91666794
PIMPINIO,3401,142.1166687,-36.58333206
PINE GROVE,3573,144.3999939,-36.21666718
PINE LODGE,3631,145.53334045,-36.35333252
PINE LODGE SOUTH,3631,145.56666565,-36.41666794
PINES FOREST,3200,145.1499939,-38.12166595
PINEWOOD,3149,145.13667297,-37.89166641
PIPERS CREEK,3444,144.53334045,-37.25
PIRA,3585,143.3666687,-35.25
PIRIES,3723,146.1166687,-37.13333511
PIRRON YALLOCK,3249,143.43333435,-38.34999847
PITFIELD,3351,143.58332825,-37.79999924
PITTONG,3360,143.4833374,-37.66666794
PLENTY,3090,145.1166687,-37.66666794
POINT COOK,3030,144.75,-37.91666794
POINT LEO,3916,145.06666565,-38.41666794
POINT LONSDALE,3225,144.6000061,-38.28333282
POMBORNEIT,3260,143.30000305,-38.29999924
POMBORNEIT EAST,3249,143.3666687,-38.28333282
POMBORNEIT NORTH,3260,143.28334045,-38.26666641
POMONAL,3381,142.6000061,-37.20000076
POMPAPIEL,3571,144.03334045,-36.34999847
POOLAIJELO,3312,141.1000061,-37.21666718
POOTILLA,3352,143.96665955,-37.51666641
POOWONG,3988,145.7666626,-38.34999847
POOWONG EAST,3988,145.83332825,-38.28333282
POOWONG NORTH,3988,145.78334045,-38.28333282
PORCUPINE FLAT,3463,144.1166687,-36.95000076
PORCUPINE RIDGE,3461,144.18333435,-37.26666641
POREPUNKAH,3740,146.91667175,-36.70000076
PORT ALBERT,3971,146.68333435,-38.66666794
PORT CAMPBELL,3269,143,-38.61666489
PORT FAIRY,3284,142.2333374,-38.38333511
PORT FRANKLIN,3964,146.28334045,-38.68333435
PORT MELBOURNE,3207,144.93333435,-37.83333206
PORT WELSHPOOL,3965,146.44999695,-38.70000076
PORTARLINGTON,3223,144.6499939,-38.11666489
PORTLAND,3305,141.6000061,-38.33333206
PORTLAND NORTH,3305,141.56666565,-38.31666565
PORTLAND WEST,3305,141.56666565,-38.33333206
PORTSEA,3944,144.71665955,-38.31666565
POSEIDON,3551,143.8999939,-36.78333282
POUND CREEK,3996,145.80000305,-38.61666489
POWELLTOWN,3797,145.75,-37.86666489
POWERS CREEK,3312,141.28334045,-37.18333435
POWLETT PLAINS,3517,143.8833313,-36.43333435
POWLETT RIVER,3995,145.56666565,-38.56666565
PRAHRAN,3181,145,-37.84999847
PRAIRIE,3572,144.2333374,-36.29999924
PRANJIP,3665,145.3666687,-36.71666718
PRENTICE NORTH,3685,146.5,-36.03333282
PRESTON,3072,145,-37.75
PRIMROSE HILL,3465,143.75,-37.04999924
PRINCES HILL,3054,144.96665955,-37.78333282
PROCTORS,3962,146.3666687,-38.56666565
PROOINGA,3546,143,-35
PULLUT,3422,142.03334045,-35.98333359
PURA PURA,3271,143.08332825,-37.81666565
PURALKA,3311,141.06666565,-37.81666565
PURDEET,3289,142.3666687,-37.91666794
PURNIM,3278,142.6166687,-38.28333282
PYALONG,3521,144.8500061,-37.11666489
PYRAMID HILL,3575,144.1166687,-36.04999924
QUAMBATOOK,3540,143.5166626,-35.84999847
QUANDONG,3030,144.5166626,-37.83333206
QUANTONG,3401,142.0166626,-36.73333359
QUARRY HILL,3550,144.28334045,-36.76666641
QUEENSCLIFF,3225,144.6499939,-38.26666641
QUEENSFERRY,3984,145.5166626,-38.41666794
QUEENSTOWN,3761,145.2666626,-37.59999847
RAGLAN,3373,143.33332825,-37.34999847
RAINBOW,3424,141.9833374,-35.90000153
RALUANA,3387,142.75,-36.65000153
RANCEBY,3951,145.83332825,-38.36666489
RATHSCAR,3465,143.56666565,-36.98333359
RATHSCAR WEST,3465,143.4833374,-37.01666641
RAVENSWOOD,3453,144.21665955,-36.90000153
RAVENSWOOD SOUTH,3453,144.21665955,-36.95000076
RAWSON,3825,146.3999939,-37.96666718
RAYWOOD,3570,144.19999695,-36.53333282
RED BLUFF,3695,147.06666565,-36.26666641
RED CLIFFS,3496,142.18333435,-34.29999924
RED HILL,3937,145.0166626,-38.38333511
RED HILL SOUTH,3937,145.0166626,-38.38333511
REDAN,3350,143.83332825,-37.58333206
REDBANK,3478,143.31666565,-36.93333435
REDCASTLE,3523,144.7666626,-36.78333282
REDESDALE,3444,144.53334045,-37.01666641
REEDY CREEK,3658,145.1166687,-37.25
REEDY CREEK,3895,145.1166687,-37.25
REEDY DAM,3483,142.6333313,-35.96666718
REEDY LAKE,3579,143.8500061,-35.68333435
REEFTON,3799,145.8500061,-37.66666794
REGENT,3073,144.99499512,-37.7266655
REIDS CREEK,3747,146.66667175,-36.31666565
RESEARCH,3095,145.18333435,-37.71666718
RESERVOIR,3073,145.0166626,-37.71666718
RHEOLA,3517,143.68333435,-36.65000153
RHYLL,3923,145.30000305,-38.46666718
RHYMNEY,3377,142.81666565,-37.23333359
RIACHELLA,3385,142.68333435,-36.81666565
RICH AVON,3480,142.8833313,-36.48333359
RICH AVON WEST,3480,142.81666565,-36.5
RICHMOND,3121,144.9980011,-37.82300186
RICHMOND PLAINS,3518,143.43333435,-36.38333511
RIDDELL,3431,144.68333435,-37.46666718
RIDDELLS CREEK,3431,144.68333435,-37.46666718
RIGGS CREEK,3666,145.58332825,-36.63333511
RINGWOOD,3134,145.2333374,-37.81666565
RINGWOOD EAST,3135,145.25,-37.81666565
RINGWOOD NORTH,3134,145.24667358,-37.7816658
RIPPLEBROOK,3818,145.7666626,-38.20000076
RIPPLESIDE,3215,144.3500061,-38.11666489
RIPPONHURST,3286,142.1166687,-38.01666641
RIPPONLEA,3185,144.99833679,-37.88000107
RIVERSIDE,3401,142.2333374,-36.68333435
RIVERSLEA,3860,146.93333435,-38
ROBERTSON,3825,144.7666626,-37.70000076
ROBERTSONS BEACH,3971,146.71665955,-38.65000153
ROBIN HOOD,3818,145.83332825,-38.08333206
ROBINVALE,3549,142.7666626,-34.58333206
ROCHESTER,3561,144.69999695,-36.36666489
ROCHFORD,3442,144.66667175,-37.31666565
ROCKBANK,3335,144.6499939,-37.73333359
ROCKLYN,3364,144.05000305,-37.43333435
ROCKY LEAD,3364,144.03334045,-37.41666794
ROCKY POINT,3377,142.83332825,-37.33333206
ROKEBY,3818,145.92500305,-38.06999969
ROKEBY,3821,145.92500305,-38.06999969
ROKEWOOD,3330,143.71665955,-37.90000153
ROKEWOOD JUNCTION,3351,143.68333435,-37.84999847
ROMSEY,3434,144.75,-37.34999847
ROSANNA,3084,145.06666565,-37.73333359
ROSEBROOK,3285,142.25,-38.34999847
ROSEBUD,3939,144.91667175,-38.34999847
ROSEBUD SOUTH,3939,144.91667175,-38.38700104
ROSEBUD WEST,3940,144.87167358,-38.37666702
ROSEDALE,3847,146.78334045,-38.15000153
ROSEWHITE,3737,146.8666687,-36.58333206
ROSLYNMEAD,3564,144.5,-36.11666489
ROSS CREEK,3351,143.75,-37.63333511
ROSSBRIDGE,3377,142.8500061,-37.48333359
ROSTRON,3381,143.16667175,-36.76666641
ROSYTH,3468,143.44999695,-37.16666794
ROWLAND,3578,144.1333313,-35.86666489
ROWSLEY,3340,144.3666687,-37.71666718
ROWVILLE,3178,145.2333374,-37.93333435
ROXBURGH PARK,3064,144.92832947,-37.62666702
RUBICON,3712,145.8666687,-37.33333206
RUBY,3953,145.8999939,-38.43333435
RUFFY,3666,145.5,-36.98333359
RUNNING CREEK,3691,147.05000305,-36.53333282
RUPANYUP,3388,142.6333313,-36.63333511
RUSHWORTH,3612,145.0166626,-36.58333206
RUSSELLS BRIDGE,3331,144.18333435,-38.01666641
RUTHERGLEN,3685,146.46665955,-36.04999924
RYANS CREEK,3673,146.21665955,-36.61666489
RYANSTON,3992,145.58332825,-38.53333282
RYE,3941,144.83332825,-38.38333511
RYTHDALE,3810,145.46665955,-38.13333511
RYTON,3870,146.3666687,-38.51666641
SAFETY BEACH,3936,144.9833374,-38.31666565
SAILORS FALLS,3461,144.1166687,-37.40000153
SAILORS GULLY,3556,144.21665955,-36.70000076
SALE,3850,147.06666565,-38.09999847
SALE,3853,147.06666565,-38.09999847
SALISBURY WEST,3517,143.91667175,-36.51666641
SALT CREEK,3272,142.8666687,-37.11666489
SAMARIA,3673,146.06666565,-36.78333282
SAN REMO,3925,145.3666687,-38.51666641
SANCTUARY LAKES,3030,144.77018738,-37.88874054
SANDFORD,3312,141.44999695,-37.61666489
SANDHILL LAKE,3581,143.68333435,-35.73333359
SANDHURST,3977,145.20861816,-38.08277893
SANDHURST EAST,3550,144.27900696,-36.7519989
SANDMOUNT,3640,145.55000305,-36
SANDON,3462,144.03334045,-37.16666794
SANDOWN PARK,3171,145.1499939,-37.95000076
SANDRINGHAM,3191,145,-37.95000076
SANDSMERE,3419,141.30000305,-36.26666641
SANDY CREEK,3695,147.1000061,-36.29999924
SANDY POINT,3959,146.1166687,-38.83333206
SARSFIELD,3875,147.7333374,-37.75
SASSAFRAS,3787,145.3500061,-37.86666489
SAWMILL SETTLEMENT,3723,146.3666687,-37.09999847
SCARSDALE,3351,143.6499939,-37.66666794
SCORESBY,3179,145.2333374,-37.90000153
SCOTCHMANS,3352,143.8500061,-37.66666794
SCOTSBURN,3352,143.93333435,-37.66666794
SCOTTS CREEK,3267,143.05000305,-38.45000076
SEA LAKE,3533,142.8500061,-35.5
SEABROOK,3028,144.75,-37.86666489
SEACOMBE,3851,147.43333435,-38.09999847
SEAFORD,3198,145.1333313,-38.09999847
SEAHOLME,3018,144.84165955,-37.86666489
SEASPRAY,3851,147.18333435,-38.36666489
SEATON,3858,146.66667175,-37.93333435
SEAVIEW,3821,145.93333435,-38.26666641
SEBASTIAN,3556,144.18333435,-36.59999847
SEBASTOPOL,3356,143.83332825,-37.59999847
SEDDON,3011,144.89332581,-37.80833435
SEDGWICK,3551,144.30000305,-36.86666489
SELBY,3159,145.3666687,-37.91666794
SEPARATION CREEK,3221,143.8833313,-38.61666489
SERPENTINE,3517,143.96665955,-36.41666794
SERVICETON,3420,140.9833374,-36.38333511
SEVILLE,3139,145.44999695,-37.78333282
SEVILLE EAST,3139,145.4833374,-37.76666641
SEYMOUR,3660,145.1333313,-37.03333282
SEYMOUR,3661,145.1333313,-37.03333282
SHADY CREEK,3821,146.05000305,-38.11666489
SHANNONVALE,3898,147.41667175,-36.91666794
SHAYS FLAT,3384,143.1499939,-37.03333282
SHE OAKS,3331,144.1333313,-37.88333511
SHEANS CREEK,3666,145.6333313,-36.78333282
SHEEP HILLS,3392,142.53334045,-36.34999847
SHELBOURNE,3463,144.0166626,-36.84999847
SHELFORD,3329,143.96665955,-38.01666641
SHELLEY,3701,147.55000305,-36.18333435
SHEOAKS,3331,144.1333313,-37.90000153
SHEPHERDS FLAT,3461,144.1000061,-37.26666641
SHEPPARTON,3630,145.3999939,-36.38333511
SHEPPARTON,3632,145.3999939,-36.38333511
SHEPPARTON EAST,3631,145.4833374,-36.40000153
SHEPPARTON NORTH,3631,145.3833313,-36.31666565
SHEPPARTON PARK,3631,145.3666687,-36.33333206
SHERBROOKE,3789,145.3666687,-37.88333511
SHIRLEY,3373,143.19999695,-37.43333435
SHOREHAM,3916,145.05000305,-38.43333435
SIDONIA,3444,144.58332825,-37.13333511
SILVAN,3795,145.41667175,-37.81666565
SILVER CREEK,3747,146.7333374,-36.36666489
SILVERLEAVES,3922,145.26499939,-38.45299911
SIMMIE,3564,144.81500244,-36.25333405
SIMMIE,3622,144.81500244,-36.25333405
SIMPSON,3266,143.19999695,-38.5
SIMSON,3465,143.7666626,-36.98333359
SKENES CREEK,3233,143.71665955,-38.71666718
SKENES CREEK NORTH,3233,143.71665955,-38.68333435
SKIPTON,3361,143.3666687,-37.68333435
SKYE,3977,145.19999695,-38.11666489
SLATY CREEK,3478,143.30000305,-36.53333282
SMEATON,3364,143.94999695,-37.33333206
SMITHS BEACH,3922,145.25,-38.48333359
SMITHS BEACH ESTATE,3922,145.25900269,-38.49900055
SMITHS GULLY,3760,145.2666626,-37.61666489
SMOKO,3741,147.06666565,-36.81666565
SMYTHES CREEK,3351,143.7666626,-37.59999847
SMYTHESDALE,3351,143.68333435,-37.65000153
SNAKE VALLEY,3351,143.58332825,-37.61666489
SNOBS CREEK,3714,145.8666687,-37.25
SNOWY CREEK,3701,147.41667175,-36.56666565
SOMERS,3927,145.16667175,-38.40000153
SOMERTON,3062,144.94999695,-37.63333511
SOMERVILLE,3912,145.18333435,-38.23333359
SORRENTO,3943,144.7333374,-38.34999847
SOUTH CANARY ISLAND,3537,143.8666687,-36.03333282
SOUTH DUDLEY,3995,145.56666565,-38.58333206
SOUTH GEELONG,3220,144.3500061,-38.15000153
SOUTH KINGSVILLE,3015,144.86999512,-37.82666779
SOUTH MELBOURNE,3205,144.96665955,-37.83333206
SOUTH MORANG,3752,144.99333191,-37.65333176
SOUTH PURRUMBETE,3260,143.19999695,-38.34999847
SOUTH YARRA,3141,144.9833374,-37.83333206
SOUTHBANK,3006,144.96665955,-37.83333206
SOUTHERN CROSS,3283,142.3999939,-38.29999924
SPARGO CREEK,3461,144.1333313,-37.45000076
SPECIMEN HILL,3555,144.2333374,-36.75
SPEED,3488,142.43333435,-35.40000153
SPEEWA,3585,143.5,-35.21666718
SPOTSWOOD,3015,144.8833313,-37.83333206
SPRING GULLY,3550,144.31666565,-36.73333359
SPRING HILL,3444,144.31666565,-37.29999924
SPRINGBANK,3352,144.05000305,-37.53333282
SPRINGFIELD,3434,144.81666565,-37.33333206
SPRINGFIELD,3531,144.81666565,-37.33333206
SPRINGHURST,3682,146.46665955,-36.18333435
SPRINGMOUNT,3364,143.93333435,-37.40000153
SPRINGVALE,3171,145.1499939,-37.95000076
SPRINGVALE SOUTH,3172,145.1499939,-37.98333359
ST ALBANS,3021,144.80000305,-37.73333359
ST ANDREWS,3761,145.2666626,-37.59999847
ST ANDREWS BEACH,3941,144.83332825,-38.41666794
ST ARNAUD,3478,143.25,-36.59999847
ST CLAIR,3995,146.16667175,-37.61666489
ST EVINS,3317,141.68333435,-37.09999847
ST FILLANS,3778,145.66667175,-37.53333282
ST GERMAINS,3620,145.16667175,-36.23333359
ST HELENA,3088,145.1333313,-37.68333435
ST HELENS,3285,142.06666565,-38.25
ST HELENS PLAINS,3400,142.3999939,-36.76666641
ST HELIER,3989,145.6000061,-38.38333511
ST JAMES,3727,145.8833313,-36.26666641
ST KILDA,3182,144.96665955,-37.84999847
ST KILDA EAST,3183,144.98599243,-37.86700058
ST LEONARDS,3223,144.71665955,-38.16666794
STACEYS BRIDGE,3971,146.5166626,-38.54999924
STAFFORDSHIRE REEF,3351,143.69999695,-37.73333359
STAGHORN FLAT,3691,146.91667175,-36.25
STANHOPE,3623,144.9833374,-36.45000076
STANHOPE SOUTH,3623,145,-36.46666718
STANLEY,3747,146.75,-36.40000153
STAUGHTON VALE,3221,144.28334045,-37.84999847
STAVELY,3379,142.6333313,-37.59999847
STAWELL,3380,142.78334045,-37.06666565
STEELS CREEK,3775,145.3666687,-37.59999847
STEIGLITZ,3331,144.18333435,-37.88333511
STEWART,3496,145.78334045,-36.41666794
STEWARTON,3725,145.78334045,-36.40000153
STIRLING,3893,147.7333374,-37.43333435
STOCKDALE,3862,147.16667175,-37.79999924
STOCKYARD HILL,3373,143.31666565,-37.53333282
STONEHAVEN,3221,144.2666626,-38.13333511
STONELEIGH,3373,143.21665955,-37.58333206
STONEYFORD,3260,143.33332825,-38.33333206
STONY CREEK,3371,146.04167175,-38.58666611
STONY CREEK,3957,146.04167175,-38.58666611
STONYFORD,3260,143.33332825,-38.31666565
STRADBROKE,3851,147.03334045,-38.28333282
STRANGWAYS,3461,144.06666565,-37.13333511
STRATFORD,3862,147.08332825,-37.96666718
STRATH CREEK,3658,145.21665955,-37.23333359
STRATHALLAN,3622,144.75,-36.26666641
STRATHBOGIE,3666,145.7333374,-36.84999847
STRATHBOGIE NORTH,3669,145.81666565,-36.81666565
STRATHDALE,3550,144.31666565,-36.76666641
STRATHDOWNIE,3312,141.1499939,-37.73333359
STRATHEWEN,3099,145.2666626,-37.54666519
STRATHFIELDSAYE,3551,144.3500061,-36.79999924
STRATHKELLAR,3301,142.1166687,-37.70000076
STRATHLEA,3364,143.94999695,-37.13333511
STRATHMERTON,3641,145.4833374,-35.93333435
STRATHMORE,3041,144.92166138,-37.73333359
STRATHMORE HEIGHTS,3041,144.8833313,-37.70000076
STREATHAM,3351,143.06666565,-37.68333435
STRZELECKI,3950,145.8833313,-38.33333206
STUART MILL,3478,143.28334045,-36.79999924
STUDFIELD,3152,145.24667358,-37.86166763
SUGARLOAF,3221,145.0166626,-37.11666489
SUGARLOAF CREEK,3659,145.0166626,-37.11666489
SUGGAN BUGGAN,3885,148.31666565,-36.95000076
SULKY,3352,143.8500061,-37.45000076
SUMMERFIELD,3570,144.2666626,-36.51666641
SUNBURY,3429,144.71665955,-37.58333206
SUNDERLAND BAY,3922,145.2666626,-38.5
SUNDERLAND BAY ESTATE,3922,145.27900696,-38.50500107
SUNNYCLIFFS,3496,142.18333435,-34.26666641
SUNSET STRIP,3922,145.25,-38.48333359
SUNSET STRIP ESTATE,3922,145.26499939,-38.49499893
SUNSHINE,3020,144.83332825,-37.78333282
SUNSHINE NORTH,3020,144.83332825,-37.75
SUNSHINE WEST,3020,144.81666565,-37.78333282
SURF BEACH,3922,145.28334045,-38.5
SURF BEACH ESTATE,3922,145.29299927,-38.51100159
SURREY HILLS,3127,145.1000061,-37.83333206
SUTHERLAND,3478,144.21665955,-38
SUTTON GRANGE,3448,144.3666687,-36.98333359
SWAN HILL,3585,143.55000305,-35.34999847
SWAN MARSH,3249,143.3833313,-38.36666489
SWAN REACH,3903,147.8666687,-37.81666565
SWANPOOL,3673,146,-36.75
SWANWATER,3478,143.1166687,-36.5
SWANWATER WEST,3480,143.0166626,-36.5
SWIFTS CREEK,3896,147.71665955,-37.26666641
SYDENHAM,3037,144.7666626,-37.70000076
SYLVATERRE,3575,144.19999695,-36.09999847
SYNDAL,3149,145.1499939,-37.86666489
TABBERABBERA,3875,147.3500061,-37.54999924
TABILK,3607,145.16667175,-36.84999847
TABOR,3289,142.18333435,-37.81666565
TAGGERTY,3714,145.71665955,-37.31666565
TAHARA,3301,141.69999695,-37.73333359
TAHARA BRIDGE,3315,141.6333313,-37.68333435
TAHARA WEST,3310,141.6166687,-37.71666718
TALBOT,3371,143.69999695,-37.16666794
TALBOTVILLE,3862,147.05000305,-37.41666794
TALGARNO,3691,147.1499939,-36.06666565
TALLAGEIRA,3319,141,-36.83333206
TALLANDOON,3700,147.19999695,-36.43333435
TALLANGATTA,3700,147.18333435,-36.21666718
TALLANGATTA EAST,3700,147.25,-36.20000076
TALLANGATTA VALLEY,3701,147.3833313,-36.28333282
TALLAROOK,3659,145.1000061,-37.09999847
TALLY HO,3149,145.1499939,-37.86666489
TALLYGAROOPNA,3634,145.43333435,-36.23333359
TAMBO CROSSING,3893,147.83332825,-37.5
TAMBO UPPER,3885,147.8500061,-37.76666641
TAMBOON,3890,149.1333313,-37.73333359
TAMBORINE MOUNTAIN,4272,135.17449951,25.33544731
TAMINICK,3675,146.16667175,-36.40000153
TAMLEUGH,3669,145.6333313,-36.59999847
TAMLEUGH NORTH,3669,145.55000305,-36.5
TAMLEUGH WEST,3631,145.53334045,-36.53333282
TANDAROOK,3260,143.1499939,-38.31666565
TANDARRA,3571,144.21665955,-36.43333435
TANGAMBALANGA,3691,147.03334045,-36.25
TANJIL,3825,146.18333435,-38.03333282
TANJIL BREN,3833,146.16667175,-37.81666565
TANJIL SOUTH,3825,146.25,-38.11666489
TANKERTON,3921,145.28334045,-38.38333511
TANWOOD,3467,143.3666687,-37
TANYBRYN,3249,143.69999695,-38.65000153
TARADALE,3447,144.3500061,-37.13333511
TARAGO,3818,145.8999939,-38.04999924
TARCOMBE,3666,145.3999939,-36.96666718
TARILTA,3451,144.18333435,-37.15000153
TARIPTA,3620,145.03334045,-36.26666641
TARNAGULLA,3551,143.83332825,-36.76666641
TARNEIT,3029,144.66667175,-37.83333206
TARNOOK,3670,145.8500061,-36.51666641
TAROON,3265,142.8666687,-38.33333206
TARRA VALLEY,3971,146.5166626,-38.48333359
TARRAGAL,3305,141.3999939,-38.31666565
TARRANYURK,3422,142.03334045,-36.21666718
TARRAVILLE,3971,146.71665955,-38.63333511
TARRAWINGEE,3678,146.43333435,-36.38333511
TARRAYOUKYAN,3315,141.56666565,-37.31666565
TARRENLEA,3315,141.7333374,-37.66666794
TARRINGTON,3301,142.1000061,-37.76666641
TARWIN,3956,145.9833374,-38.58333206
TARWIN EAST,3871,146.2333374,-38.5
TARWIN LOWER,3956,145.8666687,-38.70000076
TATONG,3673,146.1166687,-36.73333359
TATURA,3616,145.2333374,-36.45000076
TATURA EAST,3616,145.28334045,-36.43333435
TATYOON,3378,142.94999695,-37.51666641
TAWONGA,3697,147.1499939,-36.68333435
TAWONGA SOUTH,3698,147.1499939,-36.73333359
TAYLOR BAY,3713,145.521,-37.12
TAYLORS HILL,3037,144.75,-37.70000076
TAYLORS LAKES,3038,144.80000305,-37.71666718
TEAL POINT,3579,144.06666565,-35.66666794
TECOMA,3160,145.3500061,-37.90000153
TEDDYWADDY,3525,143.33332825,-36.18333435
TEDDYWADDY WEST,3525,143.19999695,-36.18333435
TEESDALE,3328,144.05000305,-38.03333282
TELANGATUK,3401,141.9833374,-37.06666565
TELANGATUK EAST,3401,141.9833374,-37.04999924
TELFORD,3730,145.93333435,-36.09999847
TELOPEA DOWNS,3419,141.1000061,-36.11666489
TEMPLESTOWE,3106,145.1333313,-37.75
TEMPLESTOWE LOWER,3107,145.1166687,-37.76666641
TEMPY,3489,142.43333435,-35.34999847
TEN MILE CREEK,3824,146.25,-38.28333282
TENNYSON,3572,144.43333435,-36.31666565
TERANG,3264,142.91667175,-38.23333359
TERIP TERIP,3719,145.55000305,-37
TERRICK TERRICK,3575,144.2666626,-36.06666565
TERRICK TERRICK EAST,3573,144.41667175,-36.11666489
TESBURY,3260,143.18333435,-38.28333282
TETOORA ROAD,3821,145.8833313,-38.26666641
THALIA,3527,143.06666565,-36.08333206
THE BASIN,3154,145.31666565,-37.86666489
THE BROTHERS,3900,147.7666626,-36.93333435
